#word	freqcount	cdcount	subtlwf	lg10wf	subtlcd	lg10cd
light	8425	3924	165.20	3.9256	46.78	3.5938
perfect	8091	3915	158.65	3.9081	46.67	3.5928
special	7577	3885	148.57	3.8796	46.32	3.5895
hang	7535	3879	147.75	3.8771	46.24	3.5888
luck	7840	3874	153.73	3.8944	46.19	3.5883
lucky	7316	3874	143.45	3.8643	46.19	3.5883
promise	7809	3874	153.12	3.8927	46.19	3.5883
uh	36579	3874	717.24	4.5632	46.19	3.5883
sick	8437	3867	165.43	3.9262	46.10	3.5875
weren	6237	3867	122.29	3.7950	46.10	3.5875
asking	6546	3849	128.35	3.8160	45.89	3.5855
sense	6722	3839	131.80	3.8276	45.77	3.5843
women	9978	3827	195.65	3.9991	45.62	3.5830
order	7985	3825	156.57	3.9023	45.60	3.5827
its	8757	3818	171.71	3.9424	45.52	3.5819
fast	7010	3808	137.45	3.8458	45.40	3.5808
brother	14481	3795	283.94	4.1608	45.24	3.5793
game	11926	3774	233.84	4.0765	44.99	3.5769
catch	6911	3765	135.51	3.8396	44.89	3.5759
sent	7038	3760	138.00	3.8475	44.83	3.5753
sort	7584	3753	148.71	3.8800	44.74	3.5745
himself	7168	3749	140.55	3.8555	44.69	3.5740
boys	11432	3747	224.16	4.0582	44.67	3.5738
alive	7878	3735	154.47	3.8965	44.53	3.5724
known	6300	3732	123.53	3.7994	44.49	3.5721
died	8018	3730	157.22	3.9041	44.47	3.5718
party	11890	3724	233.14	4.0752	44.40	3.5711
drive	7810	3714	153.14	3.8927	44.28	3.5700
playing	7515	3707	147.35	3.8760	44.19	3.5691
doctor	13461	3703	263.94	4.1291	44.15	3.5687
fight	10255	3703	201.08	4.0110	44.15	3.5687
kidding	6822	3698	133.76	3.8340	44.09	3.5681
figure	6598	3693	129.37	3.8195	44.03	3.5675
pull	7469	3679	146.45	3.8733	43.86	3.5658
throw	6570	3674	128.82	3.8176	43.80	3.5653
cool	9990	3670	195.88	3.9996	43.75	3.5648
calling	6311	3660	123.75	3.8002	43.63	3.5636
unless	5798	3653	113.69	3.7634	43.55	3.5628
looked	6166	3650	120.90	3.7901	43.51	3.5624
hurry	8856	3638	173.65	3.9473	43.37	3.5610
girls	10626	3635	208.35	4.0264	43.34	3.5606
past	6312	3633	123.76	3.8002	43.31	3.5604
hair	7831	3632	153.55	3.8939	43.30	3.5603
takes	5986	3622	117.37	3.7772	43.18	3.5591
except	5696	3610	111.69	3.7556	43.04	3.5576
top	6805	3606	133.43	3.8329	42.99	3.5571
food	7876	3605	154.43	3.8964	42.98	3.5570
finally	5989	3591	117.43	3.7774	42.81	3.5553
straight	6244	3590	122.43	3.7955	42.80	3.5552
sweet	7405	3578	145.20	3.8696	42.66	3.5538
wonder	5966	3567	116.98	3.7758	42.53	3.5524
giving	5613	3561	110.06	3.7493	42.45	3.5517
drop	6661	3548	130.61	3.8236	42.30	3.5501
worked	5877	3544	115.24	3.7692	42.25	3.5496
small	6373	3533	124.96	3.8044	42.12	3.5483
plan	7432	3528	145.73	3.8712	42.06	3.5477
somewhere	5688	3528	111.53	3.7550	42.06	3.5477
less	5666	3527	111.10	3.7534	42.05	3.5475
blood	9492	3526	186.12	3.9774	42.04	3.5474
none	5641	3522	110.61	3.7514	41.99	3.5469
safe	7303	3522	143.20	3.8636	41.99	3.5469
sign	6797	3519	133.27	3.8324	41.95	3.5465
piece	6349	3510	124.49	3.8028	41.85	3.5454
cold	6638	3509	130.16	3.8221	41.83	3.5453
weeks	6637	3474	130.14	3.8220	41.42	3.5410
bye	9184	3473	180.08	3.9631	41.40	3.5408
turned	5388	3459	105.65	3.7315	41.24	3.5391
clean	6183	3455	121.24	3.7913	41.19	3.5386
dear	11395	3448	223.43	4.0568	41.11	3.5377
ah	10535	3435	206.57	4.0227	40.95	3.5361
follow	6283	3431	123.20	3.7982	40.90	3.5355
seeing	5591	3430	109.63	3.7476	40.89	3.5354
mrs	15858	3415	310.94	4.2003	40.71	3.5335
learn	6047	3414	118.57	3.7816	40.70	3.5334
street	7557	3411	148.18	3.8784	40.67	3.5330
works	5357	3406	105.04	3.7290	40.61	3.5324
explain	5670	3386	111.18	3.7537	40.37	3.5298
ass	11545	3379	226.37	4.0624	40.28	3.5289
ain	22248	3378	436.24	4.3473	40.27	3.5288
husband	9935	3377	194.80	3.9972	40.26	3.5287
wow	8160	3377	160.00	3.9117	40.26	3.5287
possible	5816	3373	114.04	3.7647	40.21	3.5281
police	12044	3369	236.16	4.0808	40.16	3.5276
wonderful	8364	3362	164.00	3.9225	40.08	3.5267
white	8744	3355	171.45	3.9418	40.00	3.5258
lie	6133	3353	120.25	3.7877	39.97	3.5256
felt	6111	3349	119.82	3.7862	39.93	3.5250
meant	5316	3348	104.24	3.7257	39.91	3.5249
step	6052	3343	118.67	3.7820	39.85	3.5243
air	7090	3325	139.02	3.8507	39.64	3.5219
fall	6044	3322	118.51	3.7814	39.60	3.5215
city	8624	3321	169.10	3.9358	39.59	3.5214
moving	6104	3320	119.69	3.7857	39.58	3.5213
scared	6803	3316	133.39	3.8328	39.53	3.5207
words	6223	3315	122.02	3.7941	39.52	3.5206
meeting	6752	3307	132.39	3.8295	39.43	3.5196
expect	5299	3306	103.90	3.7243	39.41	3.5194
rather	5825	3305	114.22	3.7654	39.40	3.5193
worth	5569	3301	109.20	3.7459	39.35	3.5188
country	8254	3298	161.84	3.9167	39.32	3.5184
absolutely	5769	3291	113.12	3.7612	39.23	3.5175
become	5894	3286	115.57	3.7705	39.18	3.5168
early	5510	3284	108.04	3.7412	39.15	3.5165
company	7507	3283	147.20	3.8755	39.14	3.5164
longer	5046	3279	98.94	3.7030	39.09	3.5159
children	8930	3276	175.10	3.9509	39.06	3.5155
thinks	5235	3274	102.65	3.7190	39.03	3.5152
ten	7395	3273	145.00	3.8690	39.02	3.5151
handle	5529	3272	108.41	3.7427	39.01	3.5149
shoot	8412	3264	164.94	3.9250	38.91	3.5139
control	6662	3263	130.63	3.8237	38.90	3.5138
careful	5550	3256	108.82	3.7444	38.82	3.5128
feet	6157	3256	120.73	3.7894	38.82	3.5128
worse	5002	3252	98.08	3.6992	38.77	3.5123
book	9026	3244	176.98	3.9555	38.67	3.5112
poor	6583	3224	129.08	3.8185	38.44	3.5085
forgot	5045	3217	98.92	3.7029	38.35	3.5076
eye	5701	3216	111.78	3.7560	38.34	3.5075
busy	5433	3206	106.53	3.7351	38.22	3.5061
beat	6716	3192	131.69	3.8272	38.05	3.5042
black	8565	3190	167.94	3.9328	38.03	3.5039
changed	5148	3188	100.94	3.7117	38.01	3.5037
talked	5226	3187	102.47	3.7183	37.99	3.5035
ones	5177	3185	101.51	3.7142	37.97	3.5032
picture	7061	3178	138.45	3.8489	37.89	3.5023
questions	6016	3169	117.96	3.7794	37.78	3.5011
broke	5355	3149	105.00	3.7288	37.54	3.4983
pass	5514	3148	108.12	3.7415	37.53	3.4982
tired	5745	3148	112.65	3.7594	37.53	3.4982
watching	5081	3138	99.63	3.7060	37.41	3.4968
em	12849	3135	251.94	4.1089	37.37	3.4964
quiet	5978	3135	117.22	3.7766	37.37	3.4964
anywhere	4501	3133	88.25	3.6534	37.35	3.4961
wear	5576	3127	109.33	3.7464	37.28	3.4953
finish	5045	3124	98.92	3.7029	37.24	3.4949
mistake	5200	3121	101.96	3.7161	37.21	3.4944
ride	6904	3116	135.37	3.8392	37.15	3.4937
fault	5310	3101	104.12	3.7252	36.97	3.4916
ladies	7054	3101	138.31	3.8485	36.97	3.4916
needed	4818	3101	94.47	3.6830	36.97	3.4916
quick	5542	3097	108.67	3.7437	36.92	3.4911
choice	4975	3095	97.55	3.6969	36.90	3.4908
act	5565	3086	109.12	3.7455	36.79	3.4895
cannot	6465	3080	126.76	3.8106	36.72	3.4887
given	4851	3071	95.12	3.6859	36.61	3.4874
hasn	4625	3069	90.69	3.6652	36.59	3.4871
child	8040	3067	157.65	3.9053	36.56	3.4869
caught	4791	3063	93.94	3.6805	36.52	3.4863
shall	9441	3061	185.12	3.9751	36.49	3.4860
worried	4831	3061	94.73	3.6841	36.49	3.4860
dog	9835	3049	192.84	3.9928	36.35	3.4843
sister	9207	3046	180.53	3.9642	36.31	3.4839
red	7551	3042	148.06	3.8781	36.27	3.4833
coffee	7371	3039	144.53	3.8676	36.23	3.4829
spend	4757	3031	93.27	3.6774	36.13	3.4817
kept	4559	3028	89.39	3.6590	36.10	3.4813
mouth	5325	3022	104.41	3.7264	36.03	3.4804
certainly	6067	3021	118.96	3.7830	36.02	3.4803
yesterday	4935	3020	96.76	3.6934	36.00	3.4802
sitting	4814	3005	94.39	3.6826	35.82	3.4780
attention	5032	3000	98.67	3.7018	35.77	3.4773
stick	4953	2995	97.12	3.6950	35.71	3.4765
daughter	8739	2993	171.35	3.9415	35.68	3.4763
date	7218	2987	141.53	3.8585	35.61	3.4754
power	7600	2980	149.02	3.8809	35.53	3.4744
gun	10873	2976	213.20	4.0364	35.48	3.4738
mad	5784	2965	113.41	3.7623	35.35	3.4722
loved	5627	2957	110.33	3.7504	35.25	3.4710
middle	4549	2957	89.20	3.6580	35.25	3.4710
gentlemen	7874	2943	154.39	3.8963	35.09	3.4689
decided	4521	2942	88.65	3.6553	35.07	3.4688
write	6467	2942	126.80	3.8108	35.07	3.4688
human	6363	2931	124.76	3.8037	34.94	3.4672
o	9598	2930	188.20	3.9822	34.93	3.4670
wake	5366	2929	105.22	3.7297	34.92	3.4669
perhaps	6939	2926	136.06	3.8414	34.88	3.4664
missed	4568	2924	89.57	3.6598	34.86	3.4661
others	5061	2916	99.24	3.7043	34.76	3.4649
parents	7177	2902	140.73	3.8560	34.60	3.4628
month	4854	2895	95.18	3.6862	34.51	3.4618
across	4801	2892	94.14	3.6814	34.48	3.4613
besides	4328	2891	84.86	3.6364	34.47	3.4612
table	5387	2889	105.63	3.7314	34.44	3.4609
appreciate	4373	2885	85.75	3.6409	34.39	3.4603
ran	4296	2870	84.24	3.6332	34.22	3.4580
simple	4555	2861	89.31	3.6586	34.11	3.4567
suppose	6416	2854	125.80	3.8073	34.02	3.4556
bitch	8609	2849	168.80	3.9350	33.97	3.4548
secret	5585	2847	109.51	3.7471	33.94	3.4545
personal	4675	2828	91.67	3.6699	33.71	3.4516
blow	4976	2826	97.57	3.6970	33.69	3.4513
short	4367	2823	85.63	3.6403	33.66	3.4509
instead	4043	2822	79.27	3.6068	33.64	3.4507
near	4238	2814	83.10	3.6273	33.55	3.4495
fair	4832	2810	94.75	3.6842	33.50	3.4489
terrible	4795	2810	94.02	3.6809	33.50	3.4489
dream	6798	2809	133.29	3.8324	33.49	3.4487
relax	4936	2807	96.78	3.6935	33.46	3.4484
evening	6155	2803	120.69	3.7893	33.42	3.4478
smart	4909	2793	96.25	3.6911	33.30	3.4462
happening	4618	2792	90.55	3.6645	33.29	3.4461
clothes	5158	2790	101.14	3.7126	33.26	3.4458
wearing	4410	2790	86.47	3.6445	33.26	3.4458
win	6867	2788	134.65	3.8368	33.24	3.4454
cover	4808	2782	94.27	3.6821	33.17	3.4445
seven	5327	2780	104.45	3.7266	33.14	3.4442
finished	4269	2777	83.71	3.6304	33.11	3.4437
enjoy	4222	2769	82.78	3.6256	33.01	3.4425
road	5709	2766	111.94	3.7566	32.98	3.4420
um	11197	2766	219.55	4.0491	32.98	3.4420
interesting	4421	2753	86.69	3.6456	32.82	3.4400
tough	4616	2746	90.51	3.6644	32.74	3.4389
kiss	6179	2739	121.16	3.7910	32.65	3.4378
ma	9476	2738	185.80	3.9767	32.64	3.4376
surprise	4534	2738	88.90	3.6566	32.64	3.4376
forever	4529	2737	88.80	3.6561	32.63	3.4374
lying	4472	2733	87.69	3.6506	32.58	3.4368
floor	5132	2732	100.63	3.7104	32.57	3.4366
imagine	4133	2727	81.04	3.6164	32.51	3.4358
join	4255	2707	83.43	3.6290	32.27	3.4326
standing	3994	2702	78.31	3.6015	32.21	3.4318
music	7734	2699	151.65	3.8885	32.18	3.4314
bought	4362	2687	85.53	3.6398	32.03	3.4294
stopped	3844	2687	75.37	3.5849	32.03	3.4294
strong	4430	2684	86.86	3.6465	32.00	3.4289
eight	5010	2682	98.24	3.6999	31.97	3.4286
completely	4303	2679	84.37	3.6339	31.94	3.4281
charge	4559	2675	89.39	3.6590	31.89	3.4275
interested	4374	2669	85.76	3.6410	31.82	3.4265
state	5500	2669	107.84	3.7404	31.82	3.4265
count	4588	2655	89.96	3.6617	31.65	3.4242
certain	4354	2654	85.37	3.6390	31.64	3.4241
daddy	9439	2645	185.08	3.9750	31.53	3.4226
paid	4369	2639	85.67	3.6405	31.46	3.4216
dr	15194	2638	297.92	4.1817	31.45	3.4214
lunch	5310	2637	104.12	3.7252	31.44	3.4213
calls	4097	2636	80.33	3.6126	31.43	3.4211
future	5278	2631	103.49	3.7226	31.37	3.4203
dark	4519	2629	88.61	3.6551	31.34	3.4200
entire	4070	2627	79.80	3.6097	31.32	3.4196
missing	4484	2626	87.92	3.6518	31.31	3.4195
paper	5271	2626	103.35	3.7220	31.31	3.4195
team	7528	2623	147.61	3.8767	31.27	3.4190
present	4562	2622	89.45	3.6593	31.26	3.4188
proud	4265	2621	83.63	3.6300	31.25	3.4186
report	5508	2621	108.00	3.7411	31.25	3.4186
mess	3985	2614	78.14	3.6005	31.16	3.4175
hospital	6334	2611	124.20	3.8017	31.13	3.4170
return	4676	2611	91.69	3.6700	31.13	3.4170
realize	4032	2604	79.06	3.6056	31.04	3.4158
afternoon	4666	2597	91.49	3.6690	30.96	3.4146
weird	5156	2597	101.10	3.7124	30.96	3.4146
difference	4066	2593	79.73	3.6093	30.91	3.4140
swear	4496	2581	88.16	3.6529	30.77	3.4120
fix	4426	2576	86.78	3.6461	30.71	3.4111
pain	4995	2568	97.94	3.6986	30.62	3.4098
born	4268	2565	83.69	3.6303	30.58	3.4093
likes	3889	2561	76.25	3.5899	30.53	3.4086
war	8912	2546	174.75	3.9500	30.35	3.4060
pleasure	4118	2545	80.75	3.6148	30.34	3.4059
putting	3467	2537	67.98	3.5401	30.25	3.4045
figured	3893	2533	76.33	3.5904	30.20	3.4038
shit	24207	2531	474.65	4.3840	30.17	3.4035
strange	4408	2531	86.43	3.6443	30.17	3.4035
spent	3574	2529	70.08	3.5533	30.15	3.4031
million	6145	2528	120.49	3.7886	30.14	3.4029
neither	3451	2527	67.67	3.5381	30.13	3.4028
during	3872	2524	75.92	3.5880	30.09	3.4023
liked	4017	2522	78.76	3.6040	30.07	3.4019
law	5932	2517	116.31	3.7733	30.01	3.4011
lead	4246	2517	83.25	3.6281	30.01	3.4011
using	3520	2513	69.02	3.5467	29.96	3.4004
bag	4796	2508	94.04	3.6810	29.90	3.3995
situation	4207	2505	82.49	3.6241	29.86	3.3990
starting	3558	2500	69.76	3.5513	29.80	3.3981
age	4039	2499	79.20	3.6064	29.79	3.3979
sex	7761	2490	152.18	3.8900	29.69	3.3964
blue	5222	2487	102.39	3.7179	29.65	3.3959
lovely	4853	2473	95.16	3.6861	29.48	3.3934
whoa	8023	2473	157.31	3.9044	29.48	3.3934
walking	3826	2470	75.02	3.5829	29.45	3.3929
feels	3569	2468	69.98	3.5527	29.42	3.3925
calm	4541	2466	89.04	3.6572	29.40	3.3922
dance	7550	2465	148.04	3.8780	29.39	3.3920
cute	4475	2459	87.75	3.6509	29.32	3.3909
especially	3428	2459	67.22	3.5352	29.32	3.3909
deep	3896	2454	76.39	3.5907	29.26	3.3901
class	5985	2445	117.35	3.7771	29.15	3.3885
seat	4018	2443	78.78	3.6041	29.12	3.3881
holding	3530	2442	69.22	3.5479	29.11	3.3879
window	4386	2442	86.00	3.6422	29.11	3.3879
hungry	3931	2441	77.08	3.5946	29.10	3.3877
sell	4705	2441	92.25	3.6727	29.10	3.3877
picked	3534	2431	69.29	3.5484	28.98	3.3860
problems	3931	2427	77.08	3.5946	28.93	3.3852
message	4667	2424	91.51	3.6691	28.90	3.3847
fell	3723	2423	73.00	3.5710	28.89	3.3845
history	4280	2416	83.92	3.6315	28.80	3.3833
building	5078	2411	99.57	3.7058	28.74	3.3824
broken	3634	2409	71.25	3.5605	28.72	3.3820
quit	4595	2408	90.10	3.6624	28.71	3.3818
service	4076	2407	79.92	3.6103	28.70	3.3817
smell	4240	2396	83.14	3.6275	28.56	3.3797
voice	4394	2396	86.16	3.6430	28.56	3.3797
record	4365	2395	85.59	3.6401	28.55	3.3795
moved	3536	2394	69.33	3.5486	28.54	3.3793
grab	3614	2392	70.86	3.5581	28.52	3.3789
definitely	3848	2391	75.45	3.5853	28.51	3.3788
slow	3877	2389	76.02	3.5886	28.48	3.3784
dangerous	3817	2386	74.84	3.5818	28.45	3.3779
bother	3436	2383	67.37	3.5362	28.41	3.3773
killing	3965	2381	77.75	3.5984	28.39	3.3769
single	3676	2377	72.08	3.5655	28.34	3.3762
information	4557	2373	89.35	3.6588	28.29	3.3755
offer	3810	2371	74.71	3.5810	28.27	3.3751
favor	3609	2370	70.76	3.5575	28.25	3.3749
fool	4556	2370	89.33	3.6587	28.25	3.3749
amazing	4167	2369	81.71	3.6199	28.24	3.3747
gives	3290	2368	64.51	3.5173	28.23	3.3746
trip	4202	2366	82.39	3.6236	28.21	3.3742
named	3564	2359	69.88	3.5521	28.12	3.3729
upset	3800	2354	74.51	3.5799	28.06	3.3720
box	4577	2353	89.75	3.6607	28.05	3.3718
owe	3782	2353	74.16	3.5778	28.05	3.3718
third	3801	2351	74.53	3.5800	28.03	3.3714
hide	3554	2348	69.69	3.5508	27.99	3.3709
share	3545	2346	69.51	3.5497	27.97	3.3705
forward	3689	2341	72.33	3.5670	27.91	3.3696
earth	5074	2339	99.49	3.7054	27.89	3.3692
saved	3558	2339	69.76	3.5513	27.89	3.3692
boss	6339	2333	124.29	3.8021	27.81	3.3681
honest	3689	2331	72.33	3.5670	27.79	3.3677
speaking	3565	2326	69.90	3.5522	27.73	3.3668
buddy	5247	2321	102.88	3.7200	27.67	3.3659
wondering	3231	2318	63.35	3.5095	27.63	3.3653
usually	3214	2317	63.02	3.5072	27.62	3.3651
stuck	3399	2312	66.65	3.5315	27.56	3.3642
loves	3695	2298	72.45	3.5677	27.40	3.3615
th	4989	2289	97.82	3.6981	27.29	3.3598
twice	3191	2287	62.57	3.5041	27.27	3.3595
totally	4377	2286	85.82	3.6413	27.25	3.3593
jesus	8220	2273	161.18	3.9149	27.10	3.3568
whose	3187	2272	62.49	3.5035	27.09	3.3566
goodbye	5942	2268	116.51	3.7740	27.04	3.3558
ground	3696	2265	72.47	3.5678	27.00	3.3553
respect	3644	2265	71.45	3.5617	27.00	3.3553
agree	3298	2264	64.67	3.5184	26.99	3.3551
driving	3780	2264	74.12	3.5776	26.99	3.3551
tv	5199	2263	101.94	3.7160	26.98	3.3549
prove	3590	2261	70.39	3.5552	26.96	3.3545
private	3874	2257	75.96	3.5883	26.91	3.3537
whether	3424	2253	67.14	3.5347	26.86	3.3530
listening	3205	2252	62.84	3.5060	26.85	3.3528
congratulations	3616	2248	70.90	3.5583	26.80	3.3520
beginning	3219	2242	63.12	3.5079	26.73	3.3508
system	4667	2240	91.51	3.6691	26.70	3.3504
lived	3368	2229	66.04	3.5275	26.57	3.3483
bar	4385	2220	85.98	3.6421	26.47	3.3465
mention	3033	2211	59.47	3.4820	26.36	3.3448
forgive	3917	2209	76.80	3.5931	26.34	3.3444
position	3676	2191	72.08	3.5655	26.12	3.3408
dress	4447	2186	87.20	3.6482	26.06	3.3398
seriously	3270	2186	64.12	3.5147	26.06	3.3398
carry	3361	2181	65.90	3.5266	26.00	3.3389
plenty	3178	2181	62.31	3.5023	26.00	3.3389
accident	4146	2180	81.29	3.6177	25.99	3.3387
list	4110	2176	80.59	3.6139	25.94	3.3379
notice	3022	2170	59.25	3.4804	25.87	3.3367
doubt	3205	2165	62.84	3.5060	25.81	3.3357
key	4430	2165	86.86	3.6465	25.81	3.3357
involved	3465	2164	67.94	3.5398	25.80	3.3355
kick	3744	2163	73.41	3.5735	25.79	3.3353
protect	3583	2161	70.25	3.5544	25.76	3.3349
promised	3169	2160	62.14	3.5011	25.75	3.3347
area	3821	2159	74.92	3.5823	25.74	3.3345
joke	3724	2158	73.02	3.5711	25.73	3.3343
club	5038	2156	98.78	3.7023	25.70	3.3339
upstairs	3607	2155	70.73	3.5573	25.69	3.3336
teach	3715	2150	72.84	3.5701	25.63	3.3326
idiot	3377	2147	66.22	3.5287	25.60	3.3320
obviously	3082	2146	60.43	3.4890	25.58	3.3318
store	4178	2145	81.92	3.6211	25.57	3.3316
hundred	4015	2138	78.73	3.6038	25.49	3.3302
gotten	2768	2134	54.27	3.4423	25.44	3.3294
normal	3589	2134	70.37	3.5551	25.44	3.3294
ya	7664	2131	150.27	3.8845	25.41	3.3288
sake	3272	2130	64.16	3.5149	25.39	3.3286
admit	3019	2125	59.20	3.4800	25.33	3.3276
nose	3557	2125	69.75	3.5512	25.33	3.3276
difficult	3068	2118	60.16	3.4870	25.25	3.3261
fly	4335	2117	85.00	3.6371	25.24	3.3259
ought	4118	2110	80.75	3.6148	25.15	3.3245
card	4357	2107	85.43	3.6393	25.12	3.3239
public	3625	2107	71.08	3.5594	25.12	3.3239
blame	2998	2105	58.78	3.4770	25.10	3.3235
bunch	3003	2105	58.88	3.4777	25.10	3.3235
eating	3102	2105	60.82	3.4918	25.10	3.3235
nervous	3425	2105	67.16	3.5348	25.10	3.3235
wall	3605	2105	70.69	3.5570	25.10	3.3235
rich	4100	2104	80.39	3.6129	25.08	3.3233
push	3598	2103	70.55	3.5562	25.07	3.3230
movie	6271	2101	122.96	3.7974	25.05	3.3226
station	4033	2099	79.08	3.6057	25.02	3.3222
surprised	2808	2099	55.06	3.4486	25.02	3.3222
group	3762	2097	73.76	3.5755	25.00	3.3218
test	4288	2095	84.08	3.6324	24.98	3.3214
hmm	5291	2093	103.75	3.7236	24.95	3.3210
awful	3234	2092	63.41	3.5099	24.94	3.3208
visit	2993	2091	58.69	3.4763	24.93	3.3206
american	5213	2090	102.22	3.7172	24.92	3.3204
fit	2937	2090	57.59	3.4681	24.92	3.3204
knock	3299	2088	64.69	3.5185	24.89	3.3199
worst	2874	2087	56.35	3.4586	24.88	3.3197
staying	3040	2085	59.61	3.4830	24.86	3.3193
dying	3416	2084	66.98	3.5336	24.85	3.3191
york	7069	2077	138.61	3.8494	24.76	3.3176
ring	4730	2075	92.75	3.6750	24.74	3.3172
land	4494	2074	88.12	3.6527	24.73	3.3170
ball	5353	2070	104.96	3.7287	24.68	3.3162
extra	3017	2070	59.16	3.4797	24.68	3.3162
grow	3034	2064	59.49	3.4822	24.61	3.3149
miles	4500	2064	88.24	3.6533	24.61	3.3149
learned	2964	2061	58.12	3.4720	24.57	3.3143
dirty	3389	2060	66.45	3.5302	24.56	3.3141
impossible	3015	2060	59.12	3.4794	24.56	3.3141
lots	3068	2057	60.16	3.4870	24.52	3.3134
fighting	3611	2056	70.80	3.5577	24.51	3.3132
foot	3311	2054	64.92	3.5201	24.49	3.3128
fat	4051	2046	79.43	3.6077	24.39	3.3111
marry	5322	2046	104.35	3.7262	24.39	3.3111
murder	5717	2046	112.10	3.7572	24.39	3.3111
security	4810	2046	94.31	3.6822	24.39	3.3111
keeps	2681	2041	52.57	3.4285	24.33	3.3101
low	3016	2041	59.14	3.4796	24.33	3.3101
sleeping	3027	2041	59.35	3.4812	24.33	3.3101
soul	3925	2041	76.96	3.5940	24.33	3.3101
keeping	2608	2040	51.14	3.4165	24.32	3.3098
rid	3052	2034	59.84	3.4847	24.25	3.3086
spot	3140	2029	61.57	3.4971	24.19	3.3075
officer	5265	2026	103.24	3.7215	24.15	3.3069
hotel	5264	2021	103.22	3.7214	24.09	3.3058
wrote	3629	2021	71.16	3.5599	24.09	3.3058
shoes	3782	2019	74.16	3.5778	24.07	3.3054
often	2925	2017	57.35	3.4663	24.05	3.3049
drunk	3904	2016	76.55	3.5916	24.03	3.3047
losing	2722	2016	53.37	3.4350	24.03	3.3047
begin	2906	2013	56.98	3.4634	24.00	3.3041
english	3777	2007	74.06	3.5773	23.93	3.3028
sad	3232	2003	63.37	3.5096	23.88	3.3019
seconds	3603	2000	70.65	3.5568	23.84	3.3012
crap	3151	1996	61.78	3.4986	23.80	3.3004
john	9877	1996	193.67	3.9947	23.80	3.3004
cost	2801	1995	54.92	3.4475	23.78	3.3002
brain	3928	1994	77.02	3.5943	23.77	3.2999
lord	7046	1994	138.16	3.8480	23.77	3.2999
reach	2903	1993	56.92	3.4630	23.76	3.2997
experience	3088	1991	60.55	3.4898	23.74	3.2993
ridiculous	2836	1989	55.61	3.4529	23.71	3.2989
reading	3133	1988	61.43	3.4961	23.70	3.2986
force	3604	1985	70.67	3.5569	23.66	3.2980
within	3017	1983	59.16	3.4797	23.64	3.2975
tells	2665	1981	52.25	3.4259	23.62	3.2971
favorite	3032	1974	59.45	3.4819	23.53	3.2956
ice	4057	1974	79.55	3.6083	23.53	3.2956
jump	3561	1973	69.82	3.5517	23.52	3.2953
places	2706	1973	53.06	3.4325	23.52	3.2953
c	4675	1972	91.67	3.6699	23.51	3.2951
double	3198	1972	62.71	3.5050	23.51	3.2951
nine	3441	1969	67.47	3.5368	23.47	3.2945
suddenly	2854	1967	55.96	3.4556	23.45	3.2940
breakfast	3381	1966	66.29	3.5292	23.44	3.2938
consider	2676	1965	52.47	3.4276	23.43	3.2936
hoping	2544	1965	49.88	3.4057	23.43	3.2936
neck	3035	1961	59.51	3.4823	23.38	3.2927
waste	2716	1960	53.25	3.4341	23.37	3.2925
attack	3853	1957	75.55	3.5859	23.33	3.2918
sun	3553	1957	69.67	3.5507	23.33	3.2918
folks	3878	1954	76.04	3.5887	23.30	3.2911
fresh	2780	1953	54.51	3.4442	23.28	3.2909
lay	2970	1951	58.24	3.4729	23.26	3.2905
bigger	2765	1948	54.22	3.4419	23.22	3.2898
girlfriend	3881	1946	76.10	3.5891	23.20	3.2894
song	4778	1946	93.69	3.6793	23.20	3.2894
arm	3336	1945	65.41	3.5234	23.19	3.2891
suit	3499	1942	68.61	3.5441	23.15	3.2885
helping	2588	1941	50.75	3.4131	23.14	3.2882
ourselves	2676	1934	52.47	3.4276	23.06	3.2867
everywhere	2641	1933	51.78	3.4219	23.04	3.2865
laugh	3206	1932	62.86	3.5061	23.03	3.2862
rules	3438	1932	67.41	3.5364	23.03	3.2862
seemed	2767	1924	54.25	3.4422	22.94	3.2844
college	4344	1921	85.18	3.6380	22.90	3.2838
ways	2633	1921	51.63	3.4206	22.90	3.2838
decide	2571	1920	50.41	3.4103	22.89	3.2835
hanging	2735	1920	53.63	3.4371	22.89	3.2835
cash	3694	1919	72.43	3.5676	22.88	3.2833
field	3580	1919	70.20	3.5540	22.88	3.2833
type	3093	1917	60.65	3.4905	22.85	3.2828
passed	2631	1915	51.59	3.4203	22.83	3.2824
roll	3227	1914	63.27	3.5089	22.82	3.2822
fear	3523	1912	69.08	3.5470	22.79	3.2817
green	3696	1908	72.47	3.5678	22.75	3.2808
darling	6613	1907	129.67	3.8205	22.73	3.2806
walked	2737	1907	53.67	3.4374	22.73	3.2806
rock	4394	1905	86.16	3.6430	22.71	3.2801
cry	3348	1900	65.65	3.5249	22.65	3.2790
turns	2552	1898	50.04	3.4071	22.63	3.2785
round	3393	1895	66.53	3.5307	22.59	3.2778
holy	3475	1889	68.14	3.5411	22.52	3.2765
honor	4912	1887	96.31	3.6913	22.50	3.2760
arms	3050	1883	59.80	3.4844	22.45	3.2751
plans	2867	1883	56.22	3.4576	22.45	3.2751
smoke	3337	1883	65.43	3.5235	22.45	3.2751
machine	3583	1880	70.25	3.5544	22.41	3.2744
gift	3290	1877	64.51	3.5173	22.38	3.2737
warm	2659	1877	52.14	3.4249	22.38	3.2737
